age,monthly_income,loan_amount,loan_term_months,past_due,employment_type,has_mortgage,num_prev_loans,credit_utilization,default
58,4915,8221,24,no,self-employed,no,0,0.398,0
41,4611,5358,12,no,employed,no,1,0.551,0
36,2357,2488,48,no,employed,no,0,0.086,0
58,9505,3002,24,no,employed,yes,1,0.339,0
54,7651,12597,12,yes,employed,no,0,0.508,0
28,7539,8412,48,yes,employed,no,3,0.231,0
55,7935,12201,48,no,self-employed,no,3,0.23,0
57,7153,9179,48,yes,self-employed,yes,2,0.26,0
40,5511,8239,24,no,unemployed,no,0,0.01,0
66,5672,7597,36,no,unemployed,yes,2,0.35,0
52,5144,8649,60,yes,employed,no,1,0.288,0
37,11269,7192,24,no,employed,yes,1,0.373,0
21,7111,4289,24,no,employed,no,3,0.176,0
54,5072,6942,12,no,employed,yes,3,0.341,0
31,6930,7290,36,no,unemployed,yes,0,0.576,0
58,3978,4768,24,yes,employed,yes,3,0.065,0
46,9009,12277,48,no,employed,no,4,0.54,0
43,4677,5243,60,yes,employed,no,2,0.114,0
29,7002,10373,24,no,unemployed,no,1,0.159,0
55,8131,6328,48,yes,employed,no,0,0.251,0
29,6769,10752,24,yes,self-employed,no,6,0.56,0
41,6188,2855,12,no,employed,yes,2,0.199,0
61,6021,7532,48,no,employed,yes,4,0.247,0
66,5887,9626,36,no,employed,no,4,0.595,0
69,4846,3290,60,no,self-employed,no,0,0.408,0
67,5101,4031,36,no,self-employed,yes,1,0.38,0
48,8959,6792,24,no,employed,no,1,0.066,0
30,5782,6628,36,no,employed,no,2,0.131,0
62,4428,4070,24,no,employed,no,2,0.387,0
60,4967,2294,60,no,employed,yes,2,0.129,0
69,8200,13422,48,no,employed,no,5,0.32,0
52,7351,4462,24,no,employed,no,2,0.237,0
27,7120,7839,36,no,self-employed,no,1,0.359,0
45,5484,6538,48,no,self-employed,no,1,0.169,0
42,7146,2580,48,no,self-employed,yes,0,0.271,0
62,4712,2090,12,no,self-employed,no,1,0.245,0
40,5480,9631,12,no,unemployed,no,2,0.179,0
37,7939,10295,12,no,unemployed,no,1,0.339,0
24,7748,2714,36,no,employed,no,2,0.461,0
61,4036,6018,36,yes,employed,no,2,0.323,0
58,4288,4557,12,no,employed,yes,1,0.09,0
23,6217,2566,36,no,unemployed,yes,2,0.554,0
42,9452,12487,36,no,employed,no,3,0.276,0
44,2168,2274,12,no,employed,no,1,0.645,0
43,6556,3981,60,no,employed,no,3,0.148,0
66,3247,5248,36,no,employed,no,2,0.082,0
28,4731,3487,36,no,employed,no,1,0.171,0
36,5271,3831,36,no,self-employed,no,3,0.367,0
29,5158,3657,24,no,employed,no,2,0.096,0
32,4932,7157,60,no,unemployed,no,1,0.145,1
65,6014,8174,36,yes,employed,yes,1,0.329,0
67,4929,8156,36,no,unemployed,no,4,0.022,0
23,3075,1980,60,yes,employed,no,0,0.179,0
51,7559,11183,60,no,employed,no,3,0.29,0
32,7505,8702,60,no,unemployed,no,2,0.196,0
30,7686,5864,24,no,unemployed,yes,2,0.148,0
35,2918,1030,24,no,self-employed,no,2,0.317,1
30,6597,10082,48,no,unemployed,yes,0,0.025,0
45,7351,4863,36,yes,employed,yes,1,0.702,0
69,3937,4911,48,no,employed,no,1,0.137,0
49,6018,6760,48,yes,employed,no,4,0.058,0
56,5767,1768,24,no,unemployed,no,3,0.347,1
45,9684,17349,24,no,self-employed,no,0,0.614,0
21,9848,14983,36,no,unemployed,yes,2,0.518,1
25,2671,2750,24,no,self-employed,no,2,0.159,0
34,10987,14508,48,yes,employed,yes,1,0.638,0
32,4169,4231,48,no,employed,no,1,0.334,0
62,7961,11279,36,yes,employed,no,3,0.536,0
62,7940,3981,48,no,employed,no,2,0.223,0
62,4008,3885,36,no,self-employed,no,3,0.574,0
52,6986,5611,48,no,employed,no,3,0.369,0
48,5784,5723,24,yes,unemployed,no,2,0.731,0
52,7108,6935,48,no,self-employed,no,1,0.169,0
40,6461,3325,48,no,employed,no,4,0.344,0
53,8392,14809,24,no,unemployed,no,1,0.199,0
59,6150,1987,36,no,employed,yes,2,0.167,0
58,5664,1784,60,yes,self-employed,no,0,0.042,0
51,8192,7046,24,yes,employed,no,0,0.133,0
23,7160,8810,48,no,employed,yes,1,0.071,0
56,7463,4250,60,yes,employed,no,1,0.032,0
38,4670,5136,60,no,employed,yes,0,0.324,0
57,3909,5410,36,no,self-employed,no,3,0.203,0
47,4864,2145,48,no,unemployed,no,2,0.106,0
64,4758,8453,60,yes,unemployed,yes,3,0.123,0
37,7572,6095,36,yes,employed,no,1,0.09,0
66,7951,10047,12,no,unemployed,no,1,0.231,0
62,5689,2651,12,no,employed,no,7,0.01,0
37,8861,12088,48,no,employed,no,4,0.059,0
44,8736,13634,36,no,self-employed,no,4,0.039,0
47,6486,2970,24,no,unemployed,no,1,0.324,0
58,4356,2129,24,no,unemployed,no,1,0.425,0
54,9150,6602,48,no,self-employed,no,0,0.214,0
62,5877,1868,36,yes,employed,yes,1,0.578,0
39,6252,11122,60,no,employed,yes,3,0.08,0
45,5320,6371,48,yes,employed,no,1,0.621,0
42,4220,5112,60,no,employed,no,3,0.041,0
65,3062,5323,60,no,employed,no,3,0.125,0
35,7265,11246,24,no,employed,no,1,0.235,0
49,4433,6744,48,yes,employed,yes,2,0.269,0
26,12119,9807,12,no,employed,no,4,0.099,0
62,3827,3070,60,no,self-employed,no,3,0.186,0
39,3485,2570,24,yes,employed,yes,5,0.284,0
37,7020,5756,48,no,employed,no,1,0.612,0
49,9058,7737,60,no,self-employed,no,1,0.417,0
45,6129,3125,24,no,self-employed,no,2,0.265,0
62,7144,5957,60,no,employed,yes,2,0.268,0
47,2312,2242,12,no,employed,no,3,0.487,0
46,4644,3548,36,no,unemployed,no,1,0.272,0
26,3852,2110,36,no,self-employed,no,2,0.145,0
22,2209,1899,36,yes,employed,yes,4,0.262,0
40,6233,6366,36,no,employed,yes,2,0.57,0
69,1514,2090,60,no,employed,no,0,0.129,0
65,3355,4585,24,no,employed,yes,1,0.446,0
51,4925,2974,36,no,employed,yes,1,0.329,0
51,4337,1539,60,no,unemployed,no,3,0.091,0
40,6792,5132,48,yes,employed,no,4,0.262,0
29,6611,3541,12,no,employed,no,3,0.355,0
21,7787,6959,60,yes,self-employed,yes,2,0.364,0
37,7504,13274,12,no,employed,no,2,0.213,0
36,8281,4733,36,no,employed,no,5,0.236,0
30,5996,4666,36,no,employed,yes,0,0.422,0
33,6606,9166,48,no,employed,yes,1,0.061,0
22,7023,7470,12,no,employed,yes,2,0.542,0
50,6283,2298,24,no,unemployed,no,1,0.495,0
66,5205,2823,48,no,employed,yes,2,0.248,0
54,5335,9084,12,yes,self-employed,no,1,0.31,0
42,4364,1984,36,no,employed,yes,0,0.115,0
41,6843,8571,48,no,self-employed,yes,4,0.456,0
36,5811,8649,48,yes,employed,no,1,0.106,0
27,4673,3262,24,no,self-employed,no,1,0.365,0
50,4675,6487,24,no,employed,no,0,0.131,0
48,3579,1985,60,no,employed,no,1,0.444,0
21,7957,5785,36,no,employed,yes,3,0.584,0
41,6157,4726,12,no,employed,no,2,0.206,0
34,4274,7670,24,no,self-employed,yes,1,0.361,0
29,7617,4736,24,no,employed,no,3,0.148,0
55,4879,2409,60,yes,employed,no,0,0.161,0
46,3186,5379,24,no,unemployed,no,2,0.467,0
52,8042,4365,12,yes,employed,yes,1,0.336,0
55,4925,7973,36,no,employed,no,2,0.117,1
69,5182,6610,12,no,self-employed,no,4,0.138,0
60,6082,7087,24,no,self-employed,no,4,0.133,0
51,8285,11822,60,yes,employed,yes,3,0.442,1
64,6040,8389,48,yes,employed,no,3,0.476,0
44,3601,1677,12,no,employed,yes,2,0.191,0
69,7087,12750,36,no,employed,no,1,0.228,0
58,5030,8615,24,no,self-employed,no,0,0.251,0
52,9775,16078,12,no,unemployed,no,1,0.058,0
65,5997,7396,36,no,employed,no,2,0.231,0
46,1529,1657,36,no,employed,no,3,0.404,0
56,6714,7415,48,no,self-employed,yes,2,0.134,0
34,9889,3188,60,yes,employed,yes,2,0.218,0
68,9151,9601,24,no,self-employed,no,2,0.184,1
51,9661,11937,60,yes,employed,no,1,0.01,0
59,3960,5100,36,no,employed,no,0,0.162,0
43,7824,6245,24,yes,self-employed,yes,4,0.562,0
63,4556,4587,60,no,unemployed,no,4,0.046,0
24,6448,8088,12,no,employed,no,4,0.244,0
26,3454,3255,36,no,unemployed,no,7,0.163,0
45,4711,8212,48,no,employed,no,4,0.32,0
56,4647,6311,24,no,employed,no,5,0.093,0
60,7797,2353,60,yes,employed,yes,3,0.34,0
42,7601,2545,24,no,employed,no,1,0.535,0
52,6553,8751,60,yes,self-employed,no,5,0.23,0
48,3299,3031,12,no,employed,no,1,0.256,0
68,5376,8382,24,no,employed,yes,0,0.312,0
53,4507,2521,36,yes,employed,no,2,0.147,0
41,7739,2482,60,no,self-employed,yes,3,0.076,0
68,8356,7371,12,no,unemployed,no,2,0.08,0
26,8112,11390,60,no,employed,no,4,0.21,1
69,4489,7889,24,no,employed,yes,0,0.04,0
28,1500,2438,36,yes,unemployed,no,2,0.698,0
35,2466,2530,36,yes,employed,no,1,0.462,0
61,8843,13434,12,no,self-employed,no,1,0.503,0
56,5197,2107,60,no,employed,no,1,0.401,0
68,4498,5210,36,no,unemployed,no,5,0.022,0
57,9285,15658,48,no,employed,yes,1,0.298,0
52,8530,7630,36,no,employed,no,1,0.228,0
37,6048,10524,36,yes,employed,no,2,0.307,0
21,5413,3415,48,no,employed,no,3,0.27,0
27,5735,2629,60,no,employed,no,5,0.406,0
35,6454,7016,48,no,unemployed,no,1,0.654,0
23,9200,15280,36,yes,employed,yes,2,0.497,0
45,6844,5248,48,no,employed,no,4,0.155,0
59,7452,11179,48,no,employed,no,4,0.254,0
68,8338,4617,36,no,employed,no,1,0.46,0
44,3660,5191,48,no,employed,yes,3,0.222,0
63,7509,8526,36,no,employed,yes,0,0.174,0
69,5410,3043,48,no,self-employed,no,1,0.449,0
63,1500,2065,60,no,self-employed,yes,8,0.529,0
43,1743,2389,60,no,employed,no,1,0.538,0
36,3963,4252,60,no,self-employed,yes,4,0.269,0
68,7062,4506,48,no,employed,no,3,0.444,0
32,6227,3103,48,no,employed,yes,2,0.297,0
41,6368,11054,24,no,unemployed,yes,3,0.107,1
24,9901,12710,36,no,unemployed,no,4,0.719,0
59,3461,5239,24,no,employed,yes,1,0.322,0
52,5945,7998,12,no,employed,yes,3,0.01,0
25,6608,10204,60,no,employed,no,1,0.111,0
31,4527,2461,60,no,employed,yes,2,0.198,0
48,6056,6331,36,no,self-employed,yes,3,0.338,0
47,2800,3641,24,yes,employed,no,3,0.175,0
60,8819,4013,48,no,unemployed,no,2,0.459,0
34,4636,2433,36,no,self-employed,no,3,0.557,0
66,10062,12587,60,yes,employed,no,3,0.536,0
42,5935,9514,60,no,unemployed,no,4,0.383,1
61,8056,10397,24,no,self-employed,no,2,0.2,0
32,5893,2087,24,no,employed,no,2,0.211,1
22,5938,10425,24,no,employed,no,0,0.23,0
23,4831,2460,12,no,unemployed,no,2,0.628,0
39,6238,4047,36,no,unemployed,no,1,0.31,0
67,6635,11693,12,no,employed,no,0,0.149,0
23,4431,6453,12,yes,self-employed,no,1,0.195,0
39,5749,9801,24,no,unemployed,yes,6,0.31,0
26,4779,7215,24,no,unemployed,no,0,0.194,0
66,10599,13541,48,yes,employed,no,0,0.064,0
54,5820,4230,12,no,employed,no,2,0.188,0
58,9090,7184,60,yes,unemployed,no,1,0.113,0
55,5608,9650,24,no,employed,yes,2,0.282,1
53,6518,10369,12,no,employed,yes,4,0.46,0
58,3357,2817,12,no,employed,no,4,0.08,0
21,5105,4389,48,no,employed,no,1,0.265,0
63,6421,4793,24,no,self-employed,no,0,0.262,0
57,9172,7238,36,no,employed,yes,2,0.346,0
57,6443,10250,12,no,self-employed,yes,2,0.684,0
40,8767,2768,60,no,employed,yes,1,0.442,0
60,7281,6946,12,yes,self-employed,yes,1,0.203,0
39,9254,15863,36,yes,employed,no,0,0.329,0
23,5881,6551,60,no,employed,no,4,0.263,0
65,10780,10517,24,yes,unemployed,no,4,0.366,1
32,5029,3865,24,no,self-employed,no,1,0.122,0
25,4467,1835,60,no,employed,yes,0,0.119,0
51,3579,2278,24,no,employed,no,2,0.461,0
32,10662,4645,12,no,employed,no,3,0.324,0
63,7638,3742,36,no,unemployed,no,5,0.131,0
42,5331,2906,12,yes,employed,no,0,0.51,0
21,8498,6399,60,no,unemployed,yes,3,0.136,0
67,7375,2334,48,no,employed,yes,2,0.257,0
46,9932,17134,36,no,self-employed,no,1,0.261,0
33,2904,1410,24,no,employed,no,3,0.442,1
54,5469,4783,48,no,employed,no,5,0.17,0
46,5074,8216,48,yes,unemployed,yes,2,0.169,1
22,2052,943,12,no,employed,no,1,0.072,0
58,8120,8326,60,no,unemployed,yes,1,0.383,0
40,5459,8555,36,yes,employed,no,2,0.205,0
55,7479,8491,48,no,employed,yes,4,0.251,0
64,10719,6597,24,yes,unemployed,no,1,0.064,0
50,5293,7427,12,yes,self-employed,yes,4,0.177,0
53,5157,6817,48,no,employed,yes,1,0.186,0
33,6237,5259,48,no,employed,yes,4,0.349,0
32,7974,2945,36,yes,employed,no,2,0.337,0
41,4866,1517,12,yes,unemployed,no,2,0.178,0
62,4738,7287,60,no,employed,no,2,0.62,0
46,8114,6347,24,no,employed,no,0,0.389,0
38,6757,3423,24,yes,employed,no,2,0.367,1
59,1910,2058,48,no,self-employed,no,5,0.293,0
62,3549,5966,12,no,unemployed,yes,2,0.137,0
65,9002,2815,12,no,self-employed,no,2,0.208,0
35,6803,2613,12,no,employed,no,1,0.081,0
55,4475,4141,60,yes,employed,no,3,0.229,0
49,5659,7435,24,no,employed,yes,1,0.427,0
42,6026,6111,48,no,unemployed,yes,1,0.577,1
40,7471,12299,60,no,employed,no,3,0.093,0
26,3283,1201,48,yes,employed,no,2,0.104,0
34,4318,3498,36,no,employed,no,6,0.246,0
47,6545,5412,36,no,unemployed,no,2,0.279,0
64,5800,4699,36,yes,employed,no,2,0.302,0
63,7143,7368,36,no,employed,no,2,0.144,0
30,3540,5259,60,no,unemployed,yes,0,0.203,0
54,6714,5215,48,no,unemployed,yes,4,0.081,1
25,8183,11593,36,yes,employed,no,4,0.118,1
54,6973,3623,24,no,self-employed,yes,4,0.01,0
37,6278,7163,60,no,employed,yes,3,0.335,1
43,5808,5010,12,no,employed,no,2,0.307,0
56,4330,4801,60,no,employed,yes,1,0.355,0
41,5856,2703,24,no,self-employed,no,1,0.492,0
60,8519,14739,48,no,self-employed,no,1,0.421,0
47,5761,9559,60,no,employed,no,1,0.584,0
69,4220,6497,36,no,employed,no,2,0.058,0
52,5015,8220,24,no,self-employed,yes,3,0.057,0
35,6401,3328,60,no,employed,no,1,0.279,0
58,5252,5543,36,no,self-employed,no,3,0.174,0
40,6970,5414,24,no,self-employed,yes,1,0.033,0
47,7045,11490,36,yes,employed,no,2,0.127,0
27,7777,4542,36,yes,employed,yes,0,0.73,0
26,8847,5572,48,no,employed,no,3,0.424,0
49,7991,10628,12,no,employed,no,2,0.028,0
30,4131,1790,36,no,employed,no,2,0.515,0
69,4192,5862,60,no,self-employed,no,3,0.212,0
62,5848,4106,12,no,unemployed,no,0,0.3,0
55,5097,6582,36,yes,employed,yes,2,0.492,1
57,3723,5992,48,yes,self-employed,no,0,0.043,0
50,5116,6212,60,yes,employed,no,1,0.522,0
23,5050,3126,36,yes,self-employed,no,2,0.191,0
40,4656,1740,60,no,employed,no,2,0.23,0
45,5368,1969,24,no,employed,yes,2,0.524,0
65,8356,3619,36,yes,employed,yes,3,0.461,0
31,6398,7483,60,no,employed,no,0,0.269,0
45,10943,8998,60,no,unemployed,yes,1,0.346,0
37,6341,4214,36,no,employed,no,2,0.111,0
27,5419,3408,36,no,employed,no,1,0.309,0
26,6008,10351,36,yes,employed,no,3,0.143,1
38,6512,3114,12,no,employed,yes,1,0.32,0
25,6870,5202,60,yes,employed,yes,2,0.254,0
24,10153,10226,60,yes,employed,no,1,0.358,0
38,4309,1295,36,yes,employed,no,2,0.135,0
30,7718,12977,24,no,unemployed,no,1,0.096,0
48,6415,2878,24,yes,employed,no,4,0.156,0
21,2857,3781,12,no,employed,no,3,0.183,0
35,7541,9375,48,no,employed,no,3,0.289,0
43,8535,12918,36,yes,unemployed,no,1,0.113,0
68,4285,5472,24,no,unemployed,no,3,0.147,0
52,5982,8698,48,no,employed,no,2,0.364,0
64,2549,2375,60,yes,self-employed,no,0,0.346,0
37,3482,3597,12,no,employed,no,0,0.048,0
43,8096,10949,36,yes,employed,no,3,0.186,0
41,5067,5840,36,no,unemployed,no,3,0.285,1
64,3782,4036,24,yes,unemployed,no,2,0.01,1
68,6458,3928,36,no,employed,yes,3,0.297,0
68,4955,3404,48,no,unemployed,no,1,0.01,0
57,5058,4237,24,yes,self-employed,no,3,0.186,0
45,7478,2347,24,yes,self-employed,no,0,0.151,0
47,3676,3404,60,no,self-employed,no,1,0.207,0
69,4189,1274,24,no,employed,no,2,0.627,0
34,6308,7238,48,no,unemployed,no,5,0.268,0
37,7938,10764,48,no,employed,no,2,0.383,0
64,8476,9689,60,yes,employed,yes,2,0.119,0
39,4669,6257,48,no,employed,no,2,0.424,0
32,7874,2362,60,no,self-employed,no,1,0.149,0
48,4431,1724,48,no,employed,no,2,0.773,0
36,9652,13007,36,yes,employed,yes,5,0.266,0
64,3732,5614,36,no,self-employed,yes,0,0.236,0
65,8656,11915,36,no,employed,no,4,0.652,0
35,4687,6067,36,no,employed,yes,1,0.019,0
46,10026,13646,12,no,employed,yes,1,0.35,0
69,7182,10122,36,no,self-employed,no,4,0.01,0
57,3967,5500,36,no,employed,no,2,0.497,0
31,4955,6971,12,no,employed,no,1,0.261,0
49,7562,3108,24,no,employed,no,3,0.279,0
51,8105,3200,48,yes,unemployed,no,4,0.365,0
53,5858,4930,36,no,self-employed,no,3,0.357,0
22,6089,6645,60,no,employed,no,1,0.201,0
35,7516,10852,36,no,unemployed,yes,5,0.168,1
62,6263,5023,60,no,self-employed,no,4,0.073,0
32,3412,2431,48,no,self-employed,no,0,0.211,0
35,4374,6439,12,no,employed,yes,1,0.202,0
36,6470,4360,60,no,employed,no,2,0.435,0
29,8430,12908,12,no,self-employed,no,0,0.287,0
28,9231,5221,36,no,employed,no,3,0.131,0
38,7559,6343,48,no,employed,no,3,0.494,0
63,6574,5927,24,no,employed,yes,3,0.376,0
21,7497,5617,36,no,employed,no,3,0.341,1
34,4666,1423,36,no,employed,no,1,0.28,0
23,5693,3719,12,no,employed,yes,0,0.113,0
48,4351,3508,12,no,self-employed,yes,1,0.358,0
33,3502,2698,12,no,self-employed,yes,3,0.421,0
59,6667,9856,12,no,employed,no,3,0.205,0
49,6371,2363,48,no,employed,yes,7,0.443,0
59,7375,6515,36,no,employed,yes,3,0.62,0
52,7092,2526,36,yes,employed,no,3,0.385,0
42,6485,10998,48,no,self-employed,no,3,0.221,0
63,7113,10565,12,no,employed,no,2,0.298,0
44,5914,10486,24,no,unemployed,no,3,0.252,0
67,6825,11365,48,no,unemployed,yes,2,0.177,0
69,4547,3518,60,yes,employed,no,3,0.253,0
49,6739,9012,36,no,self-employed,no,2,0.78,0
54,7336,5574,12,no,employed,yes,2,0.111,0
33,4660,7606,48,no,employed,no,0,0.338,0
60,6103,5591,60,no,employed,no,0,0.575,0
53,4752,4104,36,yes,employed,yes,4,0.155,0
65,4946,8265,24,no,self-employed,yes,5,0.044,0
34,3750,5831,12,no,employed,yes,0,0.101,0
59,8531,14926,36,no,employed,no,5,0.637,0
44,8131,3250,60,no,employed,yes,3,0.656,0
30,7074,4704,48,no,employed,no,1,0.321,0
29,9944,7470,24,no,self-employed,yes,1,0.488,0
48,5621,5264,48,no,employed,no,3,0.453,0
36,12063,12179,60,no,employed,no,0,0.126,0
25,5544,4087,36,no,employed,yes,4,0.556,0
41,6510,9671,60,no,self-employed,yes,5,0.338,0
52,5204,3303,36,no,self-employed,no,1,0.207,0
36,6744,9069,24,no,employed,yes,3,0.188,0
67,7671,12102,36,no,employed,yes,1,0.3,0
59,5772,6958,36,no,employed,no,4,0.584,0
46,9553,7940,60,no,self-employed,no,3,0.22,0
66,6478,3769,36,no,employed,no,3,0.104,0
42,6540,3279,36,no,employed,no,3,0.048,0
27,4182,5922,36,no,unemployed,no,2,0.434,0
22,6836,6861,36,no,employed,no,3,0.392,0
66,5731,2117,36,yes,employed,yes,4,0.562,0
68,4783,8493,48,no,employed,no,1,0.264,0
57,4447,5812,36,no,employed,no,2,0.05,0
26,11343,17766,36,no,unemployed,no,3,0.494,0
35,5473,5239,48,no,unemployed,no,4,0.537,0
23,3086,5348,12,yes,employed,no,2,0.138,1
23,4603,2758,48,no,unemployed,no,3,0.56,0
33,5896,3406,36,no,employed,no,2,0.162,0
49,7093,11600,36,no,employed,yes,1,0.209,0
24,7109,11641,48,no,self-employed,yes,2,0.015,0
69,7353,7709,48,yes,employed,no,3,0.231,0
43,4710,2301,60,no,employed,no,1,0.458,0
33,6680,5062,36,no,employed,no,2,0.123,0
46,4247,6078,24,no,employed,no,1,0.361,0
59,4760,7468,48,no,unemployed,no,1,0.346,0
36,4164,3420,36,no,employed,no,1,0.283,0
23,3623,1419,48,no,employed,yes,3,0.133,0
23,8128,10554,36,no,unemployed,no,3,0.345,0
62,7377,10396,48,yes,employed,no,1,0.173,0
26,7953,7444,24,no,employed,yes,2,0.017,0
52,6078,7139,36,yes,employed,no,2,0.372,0
39,7553,13452,24,no,employed,yes,2,0.581,0
59,2477,1653,36,no,employed,yes,3,0.451,0
23,7726,8958,48,no,employed,no,1,0.27,0
64,6354,7729,36,yes,employed,no,1,0.329,0
55,7254,8151,36,no,employed,no,2,0.35,0
43,6760,10840,60,no,unemployed,yes,3,0.331,0
31,4025,4860,48,yes,unemployed,no,3,0.416,1
68,3003,3188,36,yes,employed,no,1,0.102,0
35,4575,2216,60,no,unemployed,no,3,0.546,0
45,7129,9658,36,no,unemployed,yes,0,0.335,0
40,7380,3676,48,no,unemployed,yes,1,0.28,0
32,3264,1109,24,yes,self-employed,no,1,0.247,0
41,4037,4169,24,no,employed,no,0,0.173,0
28,4553,5275,24,no,employed,yes,3,0.361,0
21,5285,9505,12,no,unemployed,yes,2,0.109,0
35,3275,4481,36,no,employed,no,2,0.224,0
26,3155,4962,24,no,unemployed,no,1,0.562,0
41,4356,3570,48,no,self-employed,no,1,0.352,0
63,6172,6563,24,no,employed,no,2,0.351,0
28,3638,6407,12,no,employed,no,0,0.01,0
21,5768,5341,60,no,unemployed,no,5,0.412,0
26,8117,12264,48,no,employed,no,2,0.073,0
45,3396,3698,60,no,self-employed,yes,4,0.123,0
34,5587,3553,36,no,unemployed,no,1,0.318,0
44,8049,9422,12,no,employed,no,1,0.199,0
22,5163,3237,36,yes,employed,no,0,0.081,0
37,4852,1477,36,no,employed,yes,1,0.127,0
41,8326,5443,12,no,self-employed,no,1,0.201,0
42,5387,3176,60,no,employed,no,1,0.01,0
48,8208,7029,48,no,employed,no,2,0.204,0
59,6857,11196,48,yes,employed,no,1,0.366,0
43,5314,4685,36,no,employed,no,1,0.09,0
62,6959,10910,48,yes,employed,yes,2,0.367,0
46,6640,7525,24,no,employed,yes,1,0.529,0
33,8041,2504,60,no,self-employed,no,3,0.129,0
32,4903,2858,36,no,employed,yes,2,0.49,0
36,6082,10320,24,no,self-employed,no,3,0.249,0
50,5876,7087,12,no,unemployed,no,0,0.11,0
32,7408,12551,48,no,employed,no,3,0.147,0
65,3949,3021,60,no,employed,no,2,0.239,0
44,8033,11044,60,no,employed,no,2,0.209,0
63,6932,10107,48,yes,employed,no,1,0.202,0
54,3366,5936,60,no,employed,yes,1,0.45,0
37,8416,2754,48,no,employed,yes,4,0.498,0
32,10468,18092,24,no,employed,no,4,0.276,0
57,8003,7101,48,no,employed,no,4,0.23,0
37,8853,13784,12,yes,employed,no,3,0.149,0
33,6170,6892,24,no,self-employed,no,4,0.511,0
66,2676,3069,36,yes,employed,no,3,0.182,1
44,2311,1939,24,no,employed,yes,7,0.394,0
23,6510,10043,60,no,employed,yes,3,0.358,0
45,4816,3352,60,no,employed,no,1,0.057,0
43,4170,4329,36,no,employed,no,4,0.357,0
63,5874,6697,48,no,employed,no,0,0.232,0
55,7231,10223,36,no,employed,no,4,0.531,0
30,3094,3117,12,yes,employed,no,5,0.083,0
28,5102,6736,24,no,unemployed,no,0,0.514,0
50,9019,9271,24,no,employed,yes,3,0.269,0
23,3849,4961,24,no,employed,yes,4,0.043,0
36,7739,10147,24,no,employed,yes,4,0.06,0
27,5030,6861,12,no,unemployed,yes,3,0.205,0
22,7091,10884,24,no,unemployed,yes,2,0.205,1
66,8194,9104,60,no,employed,no,2,0.49,1
25,7482,4413,12,no,employed,yes,4,0.11,0
21,7818,10315,24,no,employed,yes,0,0.01,0
66,3696,1536,36,yes,self-employed,yes,2,0.739,0
30,8227,5170,36,yes,employed,yes,2,0.292,0
61,4294,6390,36,no,unemployed,yes,2,0.476,0
22,6519,6210,12,no,employed,yes,2,0.363,0
28,6516,6822,48,yes,employed,yes,4,0.109,0
26,6970,12414,36,no,employed,no,1,0.282,0
55,6673,4355,48,no,employed,yes,3,0.55,0
51,4312,1420,36,no,employed,yes,1,0.53,0
44,3300,1541,36,no,self-employed,no,3,0.131,0
32,7744,5163,36,no,employed,yes,3,0.366,0
25,6371,8848,24,no,employed,no,2,0.137,0
48,8298,12146,36,no,self-employed,no,1,0.072,0
32,5910,6786,12,yes,unemployed,no,2,0.3,0
49,3189,2176,24,no,self-employed,no,1,0.168,0
54,7932,8587,48,no,self-employed,no,2,0.644,0
62,5259,1695,12,no,employed,yes,0,0.309,0
45,6684,8840,12,no,unemployed,no,4,0.397,0
21,4705,5746,48,yes,employed,yes,5,0.299,0
34,9288,3090,36,no,unemployed,no,1,0.064,0
62,4246,6477,60,no,self-employed,yes,0,0.522,0
47,5325,7695,60,no,employed,no,3,0.444,0
51,6214,4737,60,no,employed,yes,0,0.358,0
43,3815,4780,36,no,self-employed,no,2,0.06,0
28,6661,8008,24,no,self-employed,yes,0,0.349,0
64,9223,4747,48,no,employed,no,1,0.312,0
58,5019,2960,48,yes,unemployed,no,2,0.236,1
69,6790,8995,48,no,employed,no,1,0.19,0
62,1500,2550,24,no,employed,yes,3,0.416,1
35,5922,6895,12,no,employed,yes,0,0.114,0
33,5373,6188,24,no,employed,no,3,0.601,0
33,4363,5541,24,yes,employed,no,2,0.321,0
66,8162,7842,12,no,unemployed,no,1,0.099,1
48,5347,2038,60,no,employed,no,2,0.329,0
43,5645,5050,12,no,self-employed,no,2,0.221,0
68,5245,8656,48,no,self-employed,no,2,0.303,0
50,2166,3265,60,no,employed,yes,5,0.293,0
65,3736,6318,36,no,self-employed,no,1,0.526,0
69,7922,4192,36,no,self-employed,no,5,0.138,0
24,1780,1884,48,no,employed,yes,4,0.223,0
38,4467,5258,24,no,employed,no,1,0.459,0
56,5200,3197,36,yes,employed,yes,3,0.332,0
60,9487,5706,60,no,employed,yes,1,0.291,0
28,7537,11102,48,no,employed,no,2,0.323,0
36,4885,6388,60,no,employed,no,1,0.117,0
47,8609,10940,60,no,unemployed,yes,2,0.129,1
60,4518,3164,36,no,self-employed,no,2,0.359,0
26,8018,8500,48,no,self-employed,yes,2,0.097,0
50,3282,1098,48,yes,unemployed,no,1,0.461,0
35,8146,4031,48,no,employed,no,2,0.01,0
31,5187,5588,48,yes,employed,no,2,0.143,0
46,3942,3013,48,no,self-employed,no,2,0.29,0
41,5565,9730,60,no,employed,no,1,0.303,0
52,6554,6601,24,yes,employed,no,1,0.217,0
36,5010,2130,48,no,self-employed,yes,2,0.529,0
61,7107,2322,24,no,employed,yes,2,0.491,0
